City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
275,Ust-Tsilma,RU,65.441,52.1498,31.62,87,57,10.63,broken clouds
276,Anton Lizardo,MX,19.05,-95.9833,81.21,79,16,15.19,few clouds
277,Atbasar,KZ,51.8,68.3333,29.7,69,95,15.77,overcast clouds
278,Axim,GH,4.8699,-2.2405,85.66,67,96,10.83,overcast clouds
279,Rabo De Peixe,PT,37.8,-25.5833,56.71,77,75,6.91,light rain
280,Waddan,LY,29.1614,16.139,75.67,22,97,14.85,overcast clouds
281,La Ronge,CA,55.1001,-105.2842,17.85,45,0,9.22,clear sky
282,Esperance,AU,-33.8667,121.9,61.0,64,79,10.2,broken clouds
283,Palmer,US,42.1584,-72.3287,54.77,34,75,19.57,broken clouds
284,Tyret Pervaya,RU,53.6703,102.3106,36.79,67,7,5.5,clear sky
285,Altay,CN,47.8667,88.1167,41.81,42,66,9.1,broken clouds
286,Henties Bay,NA,-22.116,14.2845,65.35,77,25,13.22,scattered clouds
287,Nabari,JP,34.6167,136.0833,54.01,93,97,7.58,overcast clouds
288,Chicama,PE,-7.8447,-79.1469,77.54,71,100,2.77,overcast clouds
289,Kathmandu,NP,27.7167,85.3167,70.02,52,40,8.05,scattered clouds
290,Ingham,US,42.6,-84.3833,39.9,54,0,6.91,clear sky
291,Ried,DE,48.477,11.2606,53.29,27,100,5.26,overcast clouds
292,Pyapon,MM,16.2833,95.6833,86.27,58,22,9.44,few clouds
293,Lubango,AO,-14.9172,13.4925,68.5,71,100,3.33,overcast clouds
294,Cam Ranh,VN,11.9214,109.1591,80.56,89,20,1.14,few clouds
295,Asau,RO,46.4333,26.4,38.32,94,100,3.69,overcast clouds
296,Leh,IN,34.1667,77.5833,20.86,53,32,2.44,scattered clouds
297,Khor,RU,47.8861,134.9464,33.35,88,93,2.71,overcast clouds
298,Tuatapere,NZ,-46.1333,167.6833,41.97,90,11,4.72,few clouds
299,Chumikan,RU,54.7183,135.315,21.15,95,100,14.92,light snow
300,Sola,VU,-13.8833,167.55,81.72,77,14,6.44,few clouds
301,Morros,BR,-9.4467,-46.3003,83.39,57,96,7.23,overcast clouds
302,Alliston,CA,44.1501,-79.8663,34.07,50,21,13.8,few clouds
303,Bilma,NE,18.6853,12.9164,103.46,7,49,9.37,scattered clouds
304,Bambous Virieux,MU,-20.3428,57.7575,81.21,74,40,3.44,scattered clouds
305,Leirvik,NO,59.7798,5.5005,51.62,55,93,3.94,overcast clouds
306,Kozachi Laheri,UA,46.7037,32.9776,53.19,52,100,7.81,overcast clouds
307,Whakatane,NZ,-37.9585,176.9854,62.51,66,100,5.01,overcast clouds
308,Stornoway,GB,58.2093,-6.3865,52.93,64,20,8.05,few clouds
309,Kingaroy,AU,-26.5333,151.8333,64.56,99,30,5.75,scattered clouds
310,Guerrero Negro,MX,27.9769,-114.0611,55.98,80,0,9.04,clear sky
311,Aksarka,RU,66.5606,67.7975,24.46,79,100,21.21,overcast clouds
312,Amapa,BR,1.0,-52.0,82.96,58,90,4.68,overcast clouds
313,Diffa,NE,13.3154,12.6113,105.85,9,92,11.99,overcast clouds
314,Kalaleh,IR,37.3807,55.4916,70.16,56,0,4.61,clear sky
315,Isangel,VU,-19.55,169.2667,77.68,74,0,2.66,clear sky
316,Kirakira,SB,-10.4544,161.9205,80.13,81,53,2.89,broken clouds
317,San Patricio,US,28.017,-97.5169,62.46,95,100,13.44,overcast clouds
318,Montlucon,FR,46.3333,2.6,58.69,55,10,1.01,clear sky
319,Panalingaan,PH,8.7842,117.4231,78.22,82,6,6.49,clear sky
320,Goure,NE,13.9835,10.2704,105.19,6,49,8.21,scattered clouds
321,Gornopravdinsk,RU,60.05,69.9,14.29,70,23,4.74,few clouds
322,Freeport,US,40.6576,-73.5832,55.11,34,40,18.41,scattered clouds
323,Provideniya,RU,64.3833,-173.3,-15.32,98,83,4.0,broken clouds
324,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,85,100,8.9,light rain
325,Tezu,IN,27.9167,96.1667,70.16,57,2,5.19,clear sky
326,Letterkenny,IE,54.95,-7.7333,58.93,56,100,13.38,overcast clouds
327,Nchelenge,ZM,-9.3451,28.734,74.84,79,53,5.79,light rain
328,Borgarnes,IS,64.5383,-21.9206,48.25,81,100,12.15,overcast clouds
329,Ponta Do Sol,PT,32.6667,-17.1,73.0,63,8,0.94,clear sky
330,Muroto,JP,33.2833,134.15,61.32,79,79,4.38,broken clouds
331,Krasnyy Klyuch,RU,55.3863,56.6529,37.2,50,0,8.9,clear sky
332,Faanui,PF,-16.4833,-151.75,83.12,76,96,18.05,light rain
333,Progreso,MX,21.2833,-89.6667,79.11,73,1,11.39,clear sky
334,Gejiu,CN,23.306,103.1635,57.04,78,0,4.56,clear sky
335,Ekimchan,RU,53.0667,132.9667,21.06,91,100,4.85,overcast clouds
336,Saint-Georges,GD,12.0564,-61.7485,83.88,65,40,21.85,scattered clouds
337,Kita,ML,13.0349,-9.4895,105.03,8,66,2.39,broken clouds
338,Durango,MX,24.8333,-104.8333,52.56,35,1,3.22,clear sky
339,Labuan,MY,5.2767,115.2417,79.16,83,20,0.0,few clouds
340,Fukuma,JP,33.7667,130.4667,57.2,68,12,17.83,few clouds
341,Coari,BR,-4.085,-63.1414,81.3,75,82,4.09,broken clouds
342,Hambantota,LK,6.1241,81.1185,81.28,74,95,11.92,overcast clouds
343,Hohhot,CN,40.8106,111.6522,35.89,44,0,4.47,clear sky
344,Marsa Matruh,EG,31.3525,27.2453,64.06,63,87,12.73,overcast clouds
345,Lorengau,PG,-2.0226,147.2712,80.62,79,100,9.91,overcast clouds
346,Karasjok,NO,69.4719,25.5112,34.61,99,100,7.43,snow
347,Baiao,BR,-2.7906,-49.6717,75.67,93,100,2.51,overcast clouds
348,Csurgo,HU,46.2531,17.1006,53.06,51,100,8.08,overcast clouds
349,Ambatofinandrahana,MG,-20.55,46.8,66.72,85,92,3.0,moderate rain
350,Sungaipenuh,ID,-2.0833,101.3833,65.1,98,100,1.32,overcast clouds
351,Kavieng,PG,-2.5744,150.7967,81.18,81,100,12.41,overcast clouds
352,Princeton,US,25.5384,-80.4089,82.02,66,0,13.8,clear sky
353,Muisne,EC,0.6,-80.0333,77.05,87,100,4.74,light rain
354,Krasnoselkup,RU,65.7,82.4667,7.18,95,100,10.92,light snow
355,Rio Grande,BR,-32.035,-52.0986,78.91,52,27,8.39,scattered clouds
356,Coahuayana,MX,18.7333,-103.6833,73.87,51,0,1.7,clear sky
357,Shache,CN,38.4167,77.2406,57.94,12,12,8.79,few clouds
358,Kungur,RU,57.4368,56.9593,34.32,50,0,5.84,clear sky
359,Salalah,OM,17.0151,54.0924,84.29,65,75,9.22,broken clouds
360,Salinas,US,36.6777,-121.6555,51.89,80,100,5.75,light rain
361,Asfi,MA,32.2994,-9.2372,65.08,70,0,9.13,clear sky
362,Penzance,GB,50.1186,-5.5371,54.72,71,40,14.97,scattered clouds
363,Constitucion,CL,-35.3333,-72.4167,63.7,52,100,4.59,overcast clouds
364,Khilok,RU,51.3674,110.4676,28.22,70,11,4.83,few clouds
365,Jalpan,MX,21.2333,-99.4833,65.86,93,100,2.46,overcast clouds
366,Hukuntsi,BW,-24.0,21.75,88.03,20,100,5.12,overcast clouds
367,Ossora,RU,59.2353,163.0719,3.67,90,22,6.93,few clouds
368,Sanandaj,IR,35.3144,46.9923,64.42,13,0,11.5,clear sky
369,San Juan,AR,-31.5375,-68.5364,77.76,44,0,5.93,clear sky
370,Usinsk,RU,65.9939,57.5281,27.28,93,100,21.97,light snow
371,Udachnyy,RU,66.4167,112.4,-4.56,83,98,18.57,light snow
372,Bubaque,GW,11.2833,-15.8333,77.47,67,46,7.81,scattered clouds
373,Sur,OM,22.5667,59.5289,81.57,59,0,12.1,clear sky
374,Raisinghnagar,IN,29.5358,73.4492,84.42,15,0,8.79,clear sky
375,Torbay,CA,47.6666,-52.7314,37.76,93,100,11.5,light intensity drizzle
376,Havelock,US,34.8791,-76.9013,73.94,92,100,12.66,overcast clouds
377,Plettenberg Bay,ZA,-34.0527,23.3716,69.37,69,0,9.55,clear sky
378,Nishihara,JP,26.1842,127.7558,67.28,77,100,23.02,overcast clouds
379,Yueyang,CN,29.3333,113.0919,59.22,54,79,4.88,broken clouds
380,Shkotovo,RU,43.3319,132.3625,34.88,40,10,6.71,clear sky
381,Kewanee,US,41.2456,-89.9248,46.78,57,0,9.13,clear sky
382,Touros,BR,-5.1989,-35.4608,85.6,66,65,10.42,broken clouds
383,Grande-Synthe,FR,51.0154,2.2998,54.05,54,13,9.98,few clouds
384,Mount Gambier,AU,-37.8333,140.7667,57.65,78,96,9.78,overcast clouds
385,Columbus,US,39.9612,-82.9988,47.62,60,100,12.66,overcast clouds
386,Abbeville,FR,50.1,1.8333,55.49,69,92,8.52,overcast clouds
387,Dezhou,CN,37.4486,116.2925,48.87,35,0,6.29,clear sky
388,Darnah,LY,32.767,22.6367,59.58,60,10,12.21,clear sky
389,Port Hawkesbury,CA,45.6169,-61.3485,48.9,67,20,17.27,few clouds
390,Birjand,IR,32.8663,59.2211,70.27,17,75,13.8,broken clouds
391,Anadyr,RU,64.75,177.4833,-14.3,76,40,2.24,scattered clouds
392,Wladyslawowo,PL,54.7909,18.4009,53.47,87,85,12.64,overcast clouds
393,Galesong,ID,-5.3166,119.3661,73.42,81,93,5.48,light rain
394,Qui Nhon,VN,13.7667,109.2333,78.12,88,100,1.95,overcast clouds
395,Merrill,US,45.1805,-89.6835,31.03,63,0,4.61,clear sky
396,Emmett,US,43.8735,-116.4993,42.04,53,100,4.0,overcast clouds
397,Vuktyl,RU,63.8567,57.3094,23.72,83,98,8.93,overcast clouds
398,Sambava,MG,-14.2667,50.1667,80.73,81,100,12.84,light rain
399,Somerset West,ZA,-34.084,18.8211,62.08,91,100,4.0,light rain
400,Rockport,US,28.0206,-97.0544,62.62,94,100,14.97,mist
401,Christchurch,NZ,-43.5333,172.6333,52.95,80,100,3.44,overcast clouds
402,Cabra,ES,37.4725,-4.4421,73.56,20,0,7.58,clear sky
403,Otavi,NA,-19.65,17.3333,85.73,24,85,5.95,overcast clouds
404,Ferme-Neuve,CA,46.7001,-75.4493,23.0,77,100,14.0,light snow
405,Ngunguru,NZ,-35.6167,174.5,63.45,77,100,22.77,light rain
406,Karatau,KZ,43.1667,70.4667,52.39,68,3,7.83,clear sky
407,Humberto De Campos,BR,-2.5983,-43.4611,81.7,81,87,4.5,overcast clouds
408,Rubiataba,BR,-15.1644,-49.8033,81.9,62,98,3.06,overcast clouds
409,Whitianga,NZ,-36.8333,175.7,60.44,77,100,18.03,overcast clouds
410,Tiznit,MA,29.5833,-9.5,77.56,27,0,8.05,clear sky
411,Aljezur,PT,37.3191,-8.8033,70.9,31,2,8.23,clear sky
412,Fort Nelson,CA,58.8053,-122.7002,32.95,81,75,0.0,broken clouds
413,Rorvik,NO,64.8621,11.2373,42.91,70,75,16.11,broken clouds
414,Bereda,ES,43.2686,-7.5406,76.57,26,100,5.01,overcast clouds
415,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.82,58,90,6.69,overcast clouds
416,Nuuk,GL,64.1835,-51.7216,30.81,80,75,6.91,broken clouds
417,Nokia,FI,61.4667,23.5,51.78,43,0,4.61,clear sky
418,Nianzishan,CN,47.5167,122.8833,35.62,20,3,14.34,clear sky
419,Mersing,MY,2.4312,103.8405,77.61,86,58,1.03,broken clouds
420,Valparaiso,CL,-33.0393,-71.6273,73.63,54,0,3.44,clear sky
421,Yulara,AU,-25.2406,130.9889,67.91,32,0,9.95,clear sky
422,Tabou,CI,4.423,-7.3528,85.8,66,68,7.65,broken clouds
423,Eyl,SO,7.9803,49.8164,83.46,65,98,13.33,overcast clouds
424,Cobija,BO,-11.0267,-68.7692,77.18,83,75,6.91,light rain
425,Port-Gentil,GA,-0.7193,8.7815,87.76,70,40,8.05,light rain
426,Amlagora,IN,22.8333,87.3333,91.49,13,5,4.9,clear sky
427,Abu Dhabi,AE,24.4667,54.3667,79.95,59,0,11.5,clear sky
428,Upernavik,GL,72.7868,-56.1549,-17.19,97,73,11.63,broken clouds
429,Prieska,ZA,-29.6641,22.7474,88.3,17,12,18.97,few clouds
430,Makakilo City,US,21.3469,-158.0858,75.52,77,0,6.91,clear sky
431,Innisfail,AU,-17.5333,146.0333,75.18,87,51,3.27,broken clouds
432,Salo,IT,45.6086,10.531,60.33,52,100,2.26,overcast clouds
433,Saint Anthony,US,45.0205,-93.218,35.24,64,75,11.5,broken clouds
434,Steinbach,DE,50.1667,8.5667,50.99,83,75,3.44,light rain
435,Mizque,BO,-17.941,-65.3402,66.0,64,73,4.38,broken clouds
436,Kharp,RU,66.8014,65.8081,24.3,82,100,19.06,overcast clouds
437,Quesnel,CA,52.9999,-122.5029,46.9,57,75,13.8,broken clouds
438,Zhezkazgan,KZ,47.8043,67.7144,55.38,44,75,13.42,broken clouds
439,Alice Springs,AU,-23.7,133.8833,70.21,51,49,4.61,scattered clouds
440,Alofi,NU,-19.0595,-169.9187,75.09,94,50,3.44,scattered clouds
441,Anamoros,SV,13.7406,-87.8736,84.99,42,3,2.62,clear sky
442,Tucuman,AR,-26.8241,-65.2226,71.6,88,20,1.14,few clouds
443,Dingle,PH,10.9995,122.6711,74.62,85,5,6.29,clear sky
444,Dire,ML,12.2833,-10.9667,104.5,10,100,3.78,overcast clouds
445,Minab,IR,27.1467,57.0801,84.52,39,0,4.61,clear sky
446,Teahupoo,PF,-17.8333,-149.2667,75.16,78,100,19.62,light rain
447,Mayumba,GA,-3.432,10.6554,79.07,84,100,8.23,overcast clouds
448,Padang,ID,-0.9492,100.3543,78.85,87,96,2.44,overcast clouds
449,College,US,64.8569,-147.8028,-9.42,75,20,3.44,few clouds
450,Puri,IN,19.8,85.85,84.72,81,1,11.52,clear sky
451,Rotifunk,SL,8.2333,-12.6833,93.34,46,97,8.59,overcast clouds
452,Fremont,US,37.5483,-121.9886,53.06,86,75,10.36,broken clouds
453,Walvis Bay,NA,-22.9575,14.5053,68.83,66,14,20.71,few clouds
454,Yarada,IN,17.65,83.2667,84.52,74,20,8.05,haze
455,Puerto Colombia,CO,10.9878,-74.9547,80.69,74,100,12.48,overcast clouds
456,Kiisa,EE,59.2369,24.6889,56.84,58,87,6.93,overcast clouds
457,Aksu,CN,41.1231,80.2644,57.9,14,100,4.7,overcast clouds
458,Porkhov,RU,57.765,29.5561,50.25,55,23,7.11,few clouds
459,Iqaluit,CA,63.7506,-68.5145,-7.87,64,20,18.41,few clouds
460,Cintalapa,MX,16.6951,-93.7272,76.71,68,0,3.76,clear sky
461,Montepuez,MZ,-13.1256,38.9997,75.9,83,76,5.23,light rain
462,Diego De Almagro,CL,-26.3667,-70.05,73.69,33,0,4.72,clear sky
463,Coquimbo,CL,-29.9533,-71.3436,60.53,94,75,5.75,broken clouds
464,Pishin,PK,30.5803,66.9961,67.64,24,0,2.89,clear sky
465,Saquarema,BR,-22.92,-42.5103,84.34,71,71,6.98,broken clouds
466,Bonnyville,CA,54.2668,-110.735,19.2,86,10,11.52,clear sky
467,Monte Escobedo,MX,22.3,-103.5833,52.16,47,0,1.28,clear sky
468,Herat,AF,34.5,62.0,76.3,13,63,12.68,broken clouds
469,Cayenne,GF,4.9333,-52.3333,84.24,61,75,11.5,broken clouds
470,Portland,US,45.5234,-122.6762,50.04,95,100,7.0,overcast clouds
471,Komsomolskiy,UZ,40.4272,71.7189,68.72,28,100,4.61,overcast clouds
472,Sinnamary,GF,5.3833,-52.95,79.57,72,87,12.08,overcast clouds
473,South Venice,US,27.0531,-82.4243,83.05,74,0,11.5,clear sky
474,Amahai,ID,-3.3333,128.9167,78.31,85,89,4.56,overcast clouds
475,Yuci,CN,37.6803,112.7319,40.75,45,0,8.95,clear sky
476,Nizhneangarsk,RU,55.7833,109.55,22.8,85,100,4.34,overcast clouds
477,Kotelnich,RU,58.3089,48.348,38.82,55,2,5.79,clear sky
478,Kawalu,ID,-7.3817,108.2082,72.82,88,93,1.63,overcast clouds
479,Broken Hill,AU,-31.95,141.4333,62.85,54,0,14.41,clear sky
480,Stokmarknes,NO,68.5646,14.9108,39.18,70,100,10.36,overcast clouds
481,Sukumo,JP,32.9333,132.7333,51.4,76,0,10.16,clear sky
482,Smidovich,RU,48.6,133.8167,33.08,90,99,8.7,overcast clouds
483,Luanda,AO,-8.8368,13.2343,83.3,74,99,9.73,light rain
484,Destin,US,30.3935,-86.4958,77.0,87,75,5.75,broken clouds
485,Batouri,CM,4.4333,14.3667,93.51,32,84,2.62,broken clouds
486,Tura,IN,25.5198,90.2201,73.58,45,5,4.07,clear sky
487,Norcasia,CO,5.5778,-74.8852,72.97,91,95,1.07,overcast clouds
488,Santa Cruz,BO,-17.8,-63.1667,80.65,65,75,18.41,broken clouds
489,Inirida,CO,3.8653,-67.9239,83.8,69,100,3.65,overcast clouds
490,Paramonga,PE,-10.6667,-77.8333,78.69,76,100,6.22,overcast clouds
491,Abha,SA,18.2164,42.5053,69.62,64,40,11.5,scattered clouds
492,Port Moresby,PG,-9.4431,147.1797,76.42,100,100,5.75,overcast clouds
493,Mahabad,IR,36.7631,45.7222,59.29,35,3,12.73,clear sky
494,Thinadhoo,MV,0.5333,72.9333,82.78,64,13,1.83,few clouds
495,Waipawa,NZ,-41.4122,175.5153,51.93,59,99,7.92,overcast clouds
496,Arcata,US,40.8665,-124.0828,51.93,91,100,4.0,overcast clouds
497,Olga,RU,43.7444,135.2892,37.94,63,4,6.55,clear sky
498,Shiyan,CN,32.6475,110.7781,57.96,42,100,1.88,overcast clouds
499,Jiangyou,CN,31.7667,104.7167,58.55,60,90,1.83,overcast clouds
500,Nichinan,JP,31.6,131.3667,55.08,77,2,9.51,clear sky
501,Erenhot,CN,43.6475,111.9767,41.09,20,0,11.74,clear sky
502,Baft,IR,29.234,56.6057,56.14,41,73,15.9,broken clouds
503,Kasongo-Lunda,CD,-6.4667,16.8167,87.57,56,41,2.57,light rain
504,Sorsk,RU,54.0033,90.2467,39.04,63,100,6.44,overcast clouds
505,Denpasar,ID,-8.65,115.2167,78.46,94,40,2.3,scattered clouds
506,Port Hardy,CA,50.6996,-127.4199,44.6,100,75,4.61,light rain
507,Verkhniy Avzyan,RU,53.5289,57.5372,30.56,59,9,10.42,clear sky
508,Muravlenko,RU,63.7898,74.523,14.77,93,100,25.46,light snow
509,Dubti,ET,11.7361,41.0853,95.52,34,98,9.35,overcast clouds
510,Voyvozh,RU,62.892,54.9635,24.53,86,99,6.96,overcast clouds
511,Sterling,US,39.0062,-77.4286,54.21,46,100,13.8,overcast clouds
512,Chara,RU,56.9064,118.2631,15.01,76,99,2.01,overcast clouds
513,Itaqui,BR,-29.1253,-56.5531,73.45,62,5,11.52,clear sky
514,Iquitos,PE,-3.7481,-73.2472,78.84,94,75,4.61,broken clouds
515,Koslan,RU,63.4564,48.8989,30.99,85,72,7.0,broken clouds
516,Rafai,CF,4.95,23.9167,90.9,36,96,4.81,overcast clouds
517,Korla,CN,41.7597,86.1469,53.89,14,5,9.98,clear sky
518,Tamandare,BR,-8.7597,-35.1047,85.5,60,100,7.99,overcast clouds
519,Powell River,CA,49.8496,-124.5361,48.2,100,75,3.44,broken clouds
520,Taltal,CL,-25.4,-70.4833,70.57,74,38,4.65,scattered clouds
521,Aasiaat,GL,68.7098,-52.8699,-1.91,88,42,6.49,scattered clouds
522,Mareeba,AU,-17.0,145.4333,75.92,95,42,1.19,scattered clouds
523,Keuruu,FI,62.2667,24.7,50.18,94,100,3.98,overcast clouds
524,Burgeo,CA,47.6167,-57.6152,34.86,96,100,19.95,overcast clouds
525,Guarapari,BR,-20.6667,-40.4975,82.89,69,35,5.93,scattered clouds
526,Marawi,PH,7.9986,124.2928,68.32,92,99,1.19,overcast clouds
527,Roela,EE,59.1667,26.5926,47.08,74,52,5.44,broken clouds
528,Riverton,US,40.5219,-111.9391,36.75,65,0,7.0,clear sky
529,Airai,TL,-8.9266,125.4092,58.42,91,100,2.44,light rain
530,Kandrian,PG,-6.2167,149.55,76.8,94,100,7.87,light rain
531,Kharan,PK,28.5833,65.4167,84.07,16,45,0.58,scattered clouds
532,Yuksekova,TR,37.5736,44.2872,49.75,46,40,14.97,light rain
533,Ocampo,MX,21.65,-101.5,57.76,52,0,4.41,clear sky
534,Caravelas,BR,-17.7125,-39.2481,84.94,60,30,6.4,scattered clouds
535,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,93,75,4.47,broken clouds
536,Leeston,NZ,-43.7667,172.3,52.92,90,1,3.76,clear sky
537,Sawakin,SD,19.1059,37.3321,82.4,50,3,11.12,clear sky
538,Portales,US,34.1862,-103.3344,44.33,42,3,6.11,clear sky
539,Bhainsa,IN,26.9548,76.9012,85.62,13,2,3.42,clear sky
540,Miandrivazo,MG,-19.5167,45.4667,86.41,63,30,3.96,scattered clouds
541,Nadym,RU,65.5333,72.5167,20.32,93,100,26.84,light snow
542,Richards Bay,ZA,-28.783,32.0377,78.44,71,0,9.53,clear sky
543,Coihaique,CL,-45.5752,-72.0662,46.35,66,0,3.44,clear sky
544,Poienile De Sub Munte,RO,47.8167,24.4333,37.67,87,100,3.11,overcast clouds
545,Jinchang,CN,38.4953,102.1739,46.11,26,100,7.23,overcast clouds
546,Altagracia De Orituco,VE,9.8601,-66.3814,83.35,49,100,7.34,overcast clouds
547,Tabat,ID,-2.635,115.2274,75.16,96,95,1.77,overcast clouds
548,Grand Gaube,MU,-20.0064,57.6608,81.37,72,55,1.99,broken clouds
549,Gamba,GA,-2.65,10.0,78.76,87,100,11.56,light rain
550,Nicoya,CR,10.1483,-85.452,82.51,54,99,10.51,overcast clouds
551,Aleksandrov Gay,RU,50.147,48.5704,60.4,36,18,14.99,few clouds
552,Guiratinga,BR,-16.3494,-53.7583,72.14,91,97,4.59,overcast clouds
